item,itemLabel,position,positionLabel,start,psid
Q24039145,Hannah Blythyn,Q107583849,Deputy Minister for Social Partnership,2021-05-13,Q24039145-f7d880c1-49d1-1f75-7b6a-e6b21c7bcd33
Q24039661,Lee Waters,Q107583756,Deputy Minister for Climate Change,2021-05-13,Q24039661-007cf456-4701-9ef8-bf74-846a2deb2784
Q24050164,Dawn Bowden,Q107583881,Deputy Minister for Arts and Sport,2021-05-13,Q24050164-8D376749-6B80-4A9D-AA7E-FCCD64F8A763
Q24050164,Dawn Bowden,Q32947134,Chief Whip,2021-05-13,Q24050164-2BA1DB1A-D185-4FEC-A2FB-12395D44C85F
Q24706040,Jeremy Miles,Q107583630,Minister for Education and Welsh Language,2021-05-13,Q24706040-c0d4d142-443e-bb46-4e7f-dca80caf48e9
Q336521,"Eluned Morgan, Baroness Morgan of Ely",Q60368713,Minister for Health and Social Services,2021-05-13,Q336521-20fbaaf5-45b0-6ebe-a9b2-cb50b12ff45d
Q6152404,Jane Hutt,Q107583662,Minister for Social Justice,2021-05-13,Q6152404-94adb83f-479a-ffd3-f8be-aeca2b1ff36a
Q6308284,Julie James,Q107583514,Minister for Climate Change,2021-05-13,Q6308284-b4d8fb8e-4c29-9efb-c839-b40e193626ea
Q6308404,Julie Morgan,Q107583810,Deputy Minister for Social Services,2021-05-13,Q6308404-c77f5336-4055-c99e-491d-0006cc63cd79
Q6530486,Lesley Griffiths,Q107063175,Minister for North Wales,2021-05-13,Q6530486-7014933f-4786-0106-acf0-ba00a7e30a6f
Q6530486,Lesley Griffiths,Q107583356,Trefnydd,2021-05-13,Q6530486-0fd81365-4da7-d4aa-38d6-ebbe3bbb2a8e
Q6709399,Lynne Neagle,Q107583952,Deputy Minister for Mental Health and Wellbeing,2021-05-13,Q6709399-29A6121F-AF60-40F7-B435-20CC3053FAB7
Q6767407,Mark Drakeford,Q18996,First Minister of Wales,2018-12-13,Q6767407-e779ec12-43a5-39e9-3257-1956907fa57a
Q6838044,Mick Antoniw,Q5176615,Counsel General for Wales,2021-05-13,Q6838044-1E69F61D-6074-43FB-A30E-0B31029535B4
Q7301733,Rebecca Evans,Q96393301,Minister for Local Government,2021-05-13,Q7301733-d6e444c0-4b58-c542-5a93-f9ef67b3b545
Q7917285,Vaughan Gething,Q107583548,Minister for Economy,2021-05-13,Q7917285-ac90ddc3-42b0-8eae-3651-c523399b3cb5
